Time (s);Latitude (°);Longitude (°);Height (m);Velocity (m/s);Direction (°);Horizontal Accuracy (m);Vertical Accuracy (°)
202,0149552;52,317952;4,943353882;1,470095061;3,9819446;296,984438;4,847705406;4,847705406
203,014951;52,31793755;4,943256684;1,281107713;4,201867577;262,557886;4,847163324;4,847163324
204,0149477;52,31792176;4,943193857;1,414681125;3,93639974;247,0885229;4,846789545;4,846789545
205,0149435;52,31791101;4,94311957;1,557344063;3,827112097;250,65606;4,85060987;4,85060987
206,0149413;52,31789614;4,943061891;1,6591856;3,774207581;244,8712227;4,86164104;4,86164104
207,0149375;52,31788281;4,94300117;1,771666502;3,879232188;244,8384763;4,861103507;4,861103507
208,0149343;52,31785841;4,942944459;1,874483728;3,925695715;238,3366262;4,866094546;4,866094546
209,0149298;52,31783811;4,942891385;1,987036898;3,783709215;238,5303521;4,874174169;4,874174169
210,0149267;52,31782564;4,942829503;2,141198481;3,619722182;242,1409266;4,870929834;4,870929834
211,014923;52,31780883;4,942771404;2,345716694;3,860102382;240,3644507;4,873279911;4,873279911
212,0149198;52,31780933;4,942725634;2,856182771;3,250917756;252,5296025;4,871431126;4,871431126
213,0149157;52,31780325;4,942684751;3,796883089;2,968493353;250,4298194;4,870288462;4,870288462
214,0149122;52,31779227;4,942671313;4,403650851;1,957196054;233,7185075;4,873453485;4,873453485
215,0149088;52,31778565;4,942679522;4,715560036;0,947112138;196,442117;4,890421334;4,890421334
216,0149047;52,31778241;4,942692457;4,887492145;0,757375519;153,471471;4,938362506;4,938362506
217,0149015;52,31776862;4,942696238;4,888357883;1,168204984;163,819378;5,004590684;5,004590684
218,0148982;52,31774525;4,942594814;4,934946568;3,005107843;234,7270945;5,085088779;5,085088779
219,0148946;52,31772132;4,942589527;5,387564241;2,00367017;184,0018694;5,147421682;5,147421682
220,014891;52,31770013;4,94253007;5,47842076;2,234421256;215,9540803;5,174353892;5,174353892
221,0148867;52,31767582;4,942480414;5,853808945;2,876260829;224,5694411;5,233934451;5,233934451
222,0148842;52,31767732;4,942467893;6,382196946;1,199719137;223,5197034;5,187893647;5,187893647
223,0148801;52,31763775;4,942400446;6,600560679;2,697489428;229,9222066;5,095848218;5,095848218
224,0148767;52,31764317;4,942287144;6,569329948;3,7142411;257,1290905;5,088219566;5,088219566
225,0148728;52,31764235;4,942274263;6,639605881;1,625935163;239,781801;5,143506238;5,143506238
226,0148692;52,31761909;4,94224843;6,866120886;1,802963077;215,5538214;5,150373035;5,150373035
227,0148655;52,3176078;4,94221395;7,036869638;1,804621191;234,789393;5,261022009;5,261022009
228,0149046;52,31759421;4,942180561;7,213109391;1,701276583;230,050336;5,378453881;5,378453881
229,0148584;52,31761281;4,942087446;7,125508807;3,070848256;273,8629405;5,414180668;5,414180668
230,0148542;52,31761139;4,942029065;7,165802607;2,723497922;267,2221518;5,392879575;5,392879575
231,0148506;52,31758545;4,941939298;6,830313722;3,06085576;255,7062884;5,288677942;5,288677942
232,0148476;52,31752125;4,941759835;6,616289182;4,43241645;242,8703856;5,161284392;5,161284392
233,0148441;52,31747689;4,941630493;6,499278523;4,557893339;243,4171423;5,107492382;5,107492382
234,0148401;52,31743263;4,941520885;5,954437682;5,189756369;242,4437329;5,065288004;5,065288004
235,014837;52,3174026;4,941429007;5,128920659;5,209492773;243,3900126;5,021336408;5,021336408
236,0148329;52,31737729;4,941338085;4,729774262;5,145429139;247,4446105;4,986933404;4,986933404
237,0148294;52,31736289;4,941260486;4,880675273;5,193942182;250,9586132;4,965560167;4,965560167
238,0148263;52,31733014;4,941186371;4,288144093;5,429665682;243,2617376;4,977637009;4,977637009
239,0148216;52,31730454;4,941115684;3,383991845;5,289705584;242,4567294;5,015391113;5,015391113
240,0148187;52,31728937;4,941019305;2,6543639;5,837765143;253,7526009;5,059319247;5,059319247
241,0148152;52,31726185;4,940933836;2,314962465;6,084416762;251,0608306;5,029764356;5,029764356
242,0148108;52,31725049;4,940839603;2,094275426;5,918478528;259,1998132;4,998595333;4,998595333
243,0148081;52,31724419;4,940757299;2,04834232;5,430104899;265,6420463;4,970471985;4,970471985
244,0148041;52,31727144;4,940702496;2,176728494;5,328150926;298,4456234;4,877385447;4,877385447
245,0148025;52,31729509;4,940655244;1,922467094;5,539684103;315,3563717;4,826513212;4,826513212
246,0147967;52,31731759;4,940592837;2,577907395;5,725825416;314,3093084;4,80354817;4,80354817
247,0147936;52,3172738;4,940477147;2,170673633;5,809506507;285,2190552;4,793441968;4,793441968
248,0147896;52,31726088;4,940400408;1,7284464;6,024702264;266,9133911;4,796031971;4,796031971
249,014786;52,31724733;4,940328096;1,503128443;5,655469296;258,4361877;4,794753459;4,794753459
250,0147817;52,31722123;4,940252917;0,703471003;5,88054287;248,0592041;4,805433995;4,805433995
251,0147787;52,31719567;4,94020229;0,521144546;5,179989415;239,3134918;4,819478895;4,819478895
252,0147753;52,31717038;4,940132744;0,243380119;5,266560144;239,3134918;4,82603593;4,82603593
253,0147711;52,31715086;4,940079084;0,258780424;4,756711372;239,3134918;4,836795563;4,836795563
254,0147678;52,31712604;4,940010838;-0,060949972;5,078823533;239,3134918;4,843938876;4,843938876
255,0147644;52,31710517;4,93995346;0,355692736;4,877398897;239,3134918;4,849919157;4,849919157
256,014761;52,31707143;4,939858652;-0,329941021;5,352583591;241,0686646;4,754786584;4,754786584
257,0147564;52,3170467;4,939785653;-0,03498542;5,175024671;241,0686646;4,738739197;4,738739197
258,014753;52,31702105;4,939709937;-0,016457303;5,410593392;241,0686646;4,732065838;4,732065838
259,0149745;52,31700026;4,939648559;0,357785094;4,80561198;241,0686646;4,730385061;4,730385061
260,0149744;52,31697337;4,93956918;-0,26114276;5,578996247;241,0686646;4,72823048;4,72823048
261,0149797;52,31694867;4,939496261;-0,16849072;5,350956932;241,0686646;4,729616065;4,729616065
262,0149782;52,3169215;4,939416008;-0,470737071;5,606605647;241,0813904;4,73265326;4,73265326
263,0149804;52,31689934;4,939350556;-0,854926335;5,196643457;241,0813904;4,730402565;4,730402565
